customer_key,customer_id,loyalty_tier,is_loyalty_member,region
411,CUST-000411,None,False,South
412,CUST-000412,None,False,East
413,CUST-000413,None,False,North
414,CUST-000414,Silver,True,West
415,CUST-000415,None,False,West
416,CUST-000416,None,False,South
417,CUST-000417,Silver,True,East
418,CUST-000418,None,False,West
419,CUST-000419,Gold,True,North
420,CUST-000420,None,False,East
421,CUST-000421,None,False,West
422,CUST-000422,Gold,True,West
423,CUST-000423,Silver,True,North
424,CUST-000424,Silver,True,West
425,CUST-000425,Silver,True,West
426,CUST-000426,None,False,North
427,CUST-000427,Silver,True,East
428,CUST-000428,Gold,True,East
429,CUST-000429,Gold,True,West
430,CUST-000430,None,False,North
431,CUST-000431,None,False,West
432,CUST-000432,Silver,True,East
433,CUST-000433,None,False,South
434,CUST-000434,None,False,South
435,CUST-000435,None,False,West
436,CUST-000436,None,False,West
437,CUST-000437,None,False,South
438,CUST-000438,None,False,West
439,CUST-000439,None,False,East
440,CUST-000440,None,False,North
441,CUST-000441,Gold,True,East
442,CUST-000442,None,False,West
443,CUST-000443,None,False,North
444,CUST-000444,None,False,North
445,CUST-000445,None,False,North
446,CUST-000446,Gold,True,East
447,CUST-000447,Gold,True,North
448,CUST-000448,None,False,West
449,CUST-000449,None,False,North
450,CUST-000450,None,False,North
451,CUST-000451,None,False,South
452,CUST-000452,None,False,West
453,CUST-000453,None,False,West
454,CUST-000454,None,False,South
455,CUST-000455,Silver,True,East
456,CUST-000456,None,False,West
457,CUST-000457,None,False,West
458,CUST-000458,None,False,North
459,CUST-000459,None,False,West
460,CUST-000460,None,False,West
461,CUST-000461,None,False,East
462,CUST-000462,None,False,East
463,CUST-000463,None,False,South
464,CUST-000464,Silver,True,West
465,CUST-000465,Gold,True,West
466,CUST-000466,None,False,East
467,CUST-000467,None,False,East
468,CUST-000468,Silver,True,South
469,CUST-000469,Silver,True,East
470,CUST-000470,None,False,North
471,CUST-000471,None,False,West
472,CUST-000472,None,False,East
473,CUST-000473,Silver,True,East
474,CUST-000474,None,False,North
475,CUST-000475,None,False,East
476,CUST-000476,None,False,North
477,CUST-000477,None,False,West
478,CUST-000478,None,False,East
479,CUST-000479,Silver,True,South
480,CUST-000480,None,False,West
481,CUST-000481,None,False,West
482,CUST-000482,None,False,North
483,CUST-000483,Silver,True,North
484,CUST-000484,None,False,South
485,CUST-000485,None,False,North
486,CUST-000486,None,False,East
487,CUST-000487,Silver,True,East
488,CUST-000488,Silver,True,East
489,CUST-000489,Gold,True,North
490,CUST-000490,Silver,True,West
491,CUST-000491,None,False,West
492,CUST-000492,None,False,East
493,CUST-000493,None,False,North
494,CUST-000494,Silver,True,South
495,CUST-000495,Silver,True,East
496,CUST-000496,None,False,East
497,CUST-000497,Gold,True,North
498,CUST-000498,None,False,West
499,CUST-000499,None,False,West
500,CUST-000500,None,False,East
